tipo,latitude,longitude,bright,date,admin2,admin3,country_code,country_es
24h,36.74638,6.25669,332.23, 6 de septiembre,"Zona Industrial de Bellara, Mechta Beni Zebbane, El Milia ᵍ4t ⴉ ⴰ الميلة, Daïra El Billion, Jjel, Alger / ⵍⵣⴰ fty / Lie.",,,
24h,36.74382,6.25121,307.39, 6 de septiembre,"CW 38, Mechta Beni Zebbane, El Milia ⵍⵎ⵵⵵ⴰ الميلية, Daïra El Billion, Jijel, 18001, Alger / ⵍ.",,,
24h,36.43244,6.62244,307.42, 6 de septiembre,La misión del leati djali tallah dma bouzizib) ruma bouma bouzine bouzine cent 'ger e general / el jomo tanmo y tysphams té⁄> ، الجزاا espera,,,
24h,36.28215,6.57579,315.99, 6 de septiembre,"Aïn Smara ⵄⵉⵏ ⵙⵎⴰⵔⴰ Ain Samara, Daïra El Khroub, Constantine, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / Argelia",,,
24h,36.28132,6.58042,308.54, 6 de septiembre,"Ali Mindjeli, El Khroub ⵍⴻⵅⵔⵓⴱ Al -kharoub, Daïra El Khroub, Constantine, 25016, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / Argelia",,,
24h,36.33353,5.48081,318.26, 6 de septiembre,"Cimenterie Ain Kebira, CW 169, Oused Adouane, Ain Hammem, Beni Fouda, Daïra Djemila, Sétif, 19058, Argelia / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",,,
24h,36.08717,6.80496,306.2, 6 de septiembre,"RN 10, Grupo industrial de Ciments of Argeria - Gica, Sigus ⵙⵉⴳⵓⵙ سيقوس, Daïra Sigus, Oum El Bouaghi, Argelia / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",,,
24h,36.17728,5.57021,314.32, 6 de septiembre,"Machtet Khancua, OueLD Sabor ⵡⵍⴰⴷ ⵚⴰⴱⴻⵔ Hijos de Saber, Daïra Guidjel, Sétif, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / Argelia",,,
24h,35.86722,6.02474,308.67, 6 de septiembre,"RN 75, DOUAR OULED SBAA, Aïn Djasser ⵙⵙⴻⴱⵜ ⴱⵓⵖⵣⴰⵍ عين جاسر, Daïra de Aïn Djasser, Batna, Argelia / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",,,
24h,36.9664,-1.90566,306.01, 6 de septiembre,Cargando...,,,
24h,35.55114,6.87019,299.86, 6 de septiembre,"CW 10, Remila, Remila ⵔⵓ ⴉ ⴰ ⴰ الرمي St, Daïra Kaïs, Khenchela, Argelia / Fty",,,
24h,35.54767,6.86922,298.11, 6 de septiembre,"CW 10, Remila, Remila ⵔⵓ ⴉ ⴰ ⴰ الرمي St, Daïra Kaïs, Khenchela, Argelia / Fty",,,
24h,35.23263,8.17313,302.07, 6 de septiembre,Cargando...,,,
24h,36.14133,2.92699,311.68, 6 de septiembre,Berrouramahi ⁄mitque ⁄20 a ou boun oula oumo es oumo es 2019 2001 2000 200 300 3000,,,
